prompt_version,call_id,provider_status,model,prompt_hash,input_hash,attempts,latency_ms,input_tokens,output_tokens,criterion_id,status,explanation,utterance_ids,quotes,review_required
v1,CALL-002,demo,demo-fixture,341e56f9a08f1ac72d001ea979a7b1b1249905f7a2f4a2542b99a52e5de82521,590580df10e75fff30f65f4f4dcaefbf51f3fd811a2825bc447626f825568d57,0,,,,4,met,В указанных репликах есть требуемое действие.,"[""CALL-002-u03"", ""CALL-002-u06""]","[""Не бачимо, які заявки ще без відповіді."", ""Для цих двадцяти заявок пропоную звіт про час без відповіді.""]",True
v1,CALL-002,demo,demo-fixture,341e56f9a08f1ac72d001ea979a7b1b1249905f7a2f4a2542b99a52e5de82521,590580df10e75fff30f65f4f4dcaefbf51f3fd811a2825bc447626f825568d57,0,,,,5,met,В указанных репликах есть требуемое действие.,"[""CALL-002-u07"", ""CALL-002-u08""]","[""Команді буде складно навчитися."", ""Почнемо з одного звіту та проведемо навчання, щоб зменшити навантаження.""]",True
v1,CALL-002,demo,demo-fixture,341e56f9a08f1ac72d001ea979a7b1b1249905f7a2f4a2542b99a52e5de82521,590580df10e75fff30f65f4f4dcaefbf51f3fd811a2825bc447626f825568d57,0,,,,6,met,В указанных репликах есть требуемое действие.,"[""CALL-002-u09"", ""CALL-002-u10""]","[""Надішлю приклад сьогодні, навчання у вівторок о 14:00?"", ""Так.""]",True
v1,CALL-002,demo,demo-fixture,341e56f9a08f1ac72d001ea979a7b1b1249905f7a2f4a2542b99a52e5de82521,590580df10e75fff30f65f4f4dcaefbf51f3fd811a2825bc447626f825568d57,0,,,,7,met,В указанных репликах есть требуемое действие.,"[""CALL-002-u11"", ""CALL-002-u12""]","[""Отже, приклад сьогодні та навчання у вівторок о 14:00. Правильно?"", ""Саме так.""]",True
v1,CALL-003,demo,demo-fixture,341e56f9a08f1ac72d001ea979a7b1b1249905f7a2f4a2542b99a52e5de82521,f34016fc2c3715b08d6a3b102160005af823f054cdac871c29da332fff0afe7c,0,,,,1,met,В указанных репликах есть требуемое действие.,"[""CALL-003-u01""]","[""Здравствуйте, я менеджер учебной команды. Расскажу о нашем сервисе.""]",False
v1,CALL-003,demo,demo-fixture,341e56f9a08f1ac72d001ea979a7b1b1249905f7a2f4a2542b99a52e5de82521,f34016fc2c3715b08d6a3b102160005af823f054cdac871c29da332fff0afe7c,0,,,,2,not_met,"Полная запись содержит соответствующую возможность, но действие не выполнено или противоречит потребности.",[],[],False
v1,CALL-003,demo,demo-fixture,341e56f9a08f1ac72d001ea979a7b1b1249905f7a2f4a2542b99a52e5de82521,f34016fc2c3715b08d6a3b102160005af823f054cdac871c29da332fff0afe7c,0,,,,3,not_met,"Полная запись содержит соответствующую возможность, но действие не выполнено или противоречит потребности.",[],[],False
v1,CALL-003,demo,demo-fixture,341e56f9a08f1ac72d001ea979a7b1b1249905f7a2f4a2542b99a52e5de82521,f34016fc2c3715b08d6a3b102160005af823f054cdac871c29da332fff0afe7c,0,,,,4,insufficient_data,Нужной части или основания для оценки нет в записи.,[],[],False
v1,CALL-003,demo,demo-fixture,341e56f9a08f1ac72d001ea979a7b1b1249905f7a2f4a2542b99a52e5de82521,f34016fc2c3715b08d6a3b102160005af823f054cdac871c29da332fff0afe7c,0,,,,5,not_met,"Полная запись содержит соответствующую возможность, но действие не выполнено или противоречит потребности.","[""CALL-003-u03"", ""CALL-003-u04""]","[""Я пока не понимаю, зачем он нам."", ""Давайте я отправлю общий каталог сегодня.""]",False
v1,CALL-003,demo,demo-fixture,341e56f9a08f1ac72d001ea979a7b1b1249905f7a2f4a2542b99a52e5de82521,f34016fc2c3715b08d6a3b102160005af823f054cdac871c29da332fff0afe7c,0,,,,6,met,В указанных репликах есть требуемое действие.,"[""CALL-003-u04"", ""CALL-003-u05""]","[""Давайте я отправлю общий каталог сегодня."", ""Хорошо, отправьте.""]",False
v1,CALL-003,demo,demo-fixture,341e56f9a08f1ac72d001ea979a7b1b1249905f7a2f4a2542b99a52e5de82521,f34016fc2c3715b08d6a3b102160005af823f054cdac871c29da332fff0afe7c,0,,,,7,not_met,"Полная запись содержит соответствующую возможность, но действие не выполнено или противоречит потребности.",[],[],False
v1,CALL-004,demo,demo-fixture,341e56f9a08f1ac72d001ea979a7b1b1249905f7a2f4a2542b99a52e5de82521,6f89059d38ffce9fac58777aa96b7b3952884db906eff7ff0d34ab13d169d876,0,,,,1,met,В указанных репликах есть требуемое действие.,"[""CALL-004-u01""]","[""Вітаю, я менеджер навчальної команди. Обговоримо звіти команди.""]",False
v1,CALL-004,demo,demo-fixture,341e56f9a08f1ac72d001ea979a7b1b1249905f7a2f4a2542b99a52e5de82521,6f89059d38ffce9fac58777aa96b7b3952884db906eff7ff0d34ab13d169d876,0,,,,2,met,В указанных репликах есть требуемое действие.,"[""CALL-004-u02"", ""CALL-004-u03""]","[""Що займає забагато часу?"", ""Щотижня вручну збираємо показники.""]",False
v1,CALL-004,demo,demo-fixture,341e56f9a08f1ac72d001ea979a7b1b1249905f7a2f4a2542b99a52e5de82521,6f89059d38ffce9fac58777aa96b7b3952884db906eff7ff0d34ab13d169d876,0,,,,3,met,В указанных репликах есть требуемое действие.,"[""CALL-004-u04"", ""CALL-004-u05""]","[""З яких таблиць і скільки часу це займає?"", ""З трьох таблиць, дві години.""]",False
v1,CALL-004,demo,demo-fixture,341e56f9a08f1ac72d001ea979a7b1b1249905f7a2f4a2542b99a52e5de82521,6f89059d38ffce9fac58777aa96b7b3952884db906eff7ff0d34ab13d169d876,0,,,,4,met,В указанных репликах есть требуемое действие.,"[""CALL-004-u03"", ""CALL-004-u06""]","[""Щотижня вручну збираємо показники."", ""Пропоную автоматично об’єднати ці три таблиці у щотижневий звіт.""]",False
v1,CALL-004,demo,demo-fixture,341e56f9a08f1ac72d001ea979a7b1b1249905f7a2f4a2542b99a52e5de82521,6f89059d38ffce9fac58777aa96b7b3952884db906eff7ff0d34ab13d169d876,0,,,,5,not_applicable,В полной записи клиент не высказывал возражений.,[],[],False
v1,CALL-004,demo,demo-fixture,341e56f9a08f1ac72d001ea979a7b1b1249905f7a2f4a2542b99a52e5de82521,6f89059d38ffce9fac58777aa96b7b3952884db906eff7ff0d34ab13d169d876,0,,,,6,not_met,"Полная запись содержит соответствующую возможность, но действие не выполнено или противоречит потребности.",[],[],False
v1,CALL-004,demo,demo-fixture,341e56f9a08f1ac72d001ea979a7b1b1249905f7a2f4a2542b99a52e5de82521,6f89059d38ffce9fac58777aa96b7b3952884db906eff7ff0d34ab13d169d876,0,,,,7,not_met,"Полная запись содержит соответствующую возможность, но действие не выполнено или противоречит потребности.",[],[],False
v1,CALL-005,demo,demo-fixture,341e56f9a08f1ac72d001ea979a7b1b1249905f7a2f4a2542b99a52e5de82521,f40748afe2a8e27a13b63d0fae3921f108ddbca205f141582514d1739346e699,0,,,,1,met,В указанных репликах есть требуемое действие.,"[""CALL-005-u01""]","[""Добрый день, я менеджер учебной команды. Обсудим отчёт по звонкам.""]",False
v1,CALL-005,demo,demo-fixture,341e56f9a08f1ac72d001ea979a7b1b1249905f7a2f4a2542b99a52e5de82521,f40748afe2a8e27a13b63d0fae3921f108ddbca205f141582514d1739346e699,0,,,,2,met,В указанных репликах есть требуемое действие.,"[""CALL-005-u02"", ""CALL-005-u03""]","[""Какой отчёт нужен?"", ""Хочу видеть ошибки в разговорах.""]",False
v1,CALL-005,demo,demo-fixture,341e56f9a08f1ac72d001ea979a7b1b1249905f7a2f4a2542b99a52e5de82521,f40748afe2a8e27a13b63d0fae3921f108ddbca205f141582514d1739346e699,0,,,,3,met,В указанных репликах есть требуемое действие.,"[""CALL-005-u04"", ""CALL-005-u05""]","[""Сколько разговоров в неделю?"", ""Около пятидесяти.""]",False
v1,CALL-005,demo,demo-fixture,341e56f9a08f1ac72d001ea979a7b1b1249905f7a2f4a2542b99a52e5de82521,f40748afe2a8e27a13b63d0fae3921f108ddbca205f141582514d1739346e699,0,,,,4,met,В указанных репликах есть требуемое действие.,"[""CALL-005-u03"", ""CALL-005-u06""]","[""Хочу видеть ошибки в разговорах."", ""Предлагаю отчёт с примерами ошибок для этих пятидесяти разговоров.""]",False
v1,CALL-005,demo,demo-fixture,341e56f9a08f1ac72d001ea979a7b1b1249905f7a2f4a2542b99a52e5de82521,f40748afe2a8e27a13b63d0fae3921f108ddbca205f141582514d1739346e699,0,,,,5,not_met,"Полная запись содержит соответствующую возможность, но действие не выполнено или противоречит потребности.","[""CALL-005-u07"", ""CALL-005-u08""]","[""Цена выше нашего бюджета."", ""Наш продукт лучший, цена такая и есть.""]",False
v1,CALL-005,demo,demo-fixture,341e56f9a08f1ac72d001ea979a7b1b1249905f7a2f4a2542b99a52e5de82521,f40748afe2a8e27a13b63d0fae3921f108ddbca205f141582514d1739346e699,0,,,,6,met,В указанных репликах есть требуемое действие.,"[""CALL-005-u09"", ""CALL-005-u10""]","[""Я отправлю описание сегодня, вы посмотрите завтра. Согласны?"", ""Описание посмотрю.""]",False
v1,CALL-005,demo,demo-fixture,341e56f9a08f1ac72d001ea979a7b1b1249905f7a2f4a2542b99a52e5de82521,f40748afe2a8e27a13b63d0fae3921f108ddbca205f141582514d1739346e699,0,,,,7,met,В указанных репликах есть требуемое действие.,"[""CALL-005-u11"", ""CALL-005-u12""]","[""Итак, описание сегодня, ваш просмотр завтра. Верно?"", ""Да, только бюджет пока не согласован.""]",False
v1,CALL-006,demo,demo-fixture,341e56f9a08f1ac72d001ea979a7b1b1249905f7a2f4a2542b99a52e5de82521,e3a2ac825ac94996d537c074fb099e4a080d97dbe349c46c0131b1069301beb1,0,,,,1,not_met,Нужной части или основания для оценки нет в записи.,[],[],False
v1,CALL-006,demo,demo-fixture,341e56f9a08f1ac72d001ea979a7b1b1249905f7a2f4a2542b99a52e5de82521,e3a2ac825ac94996d537c074fb099e4a080d97dbe349c46c0131b1069301beb1,0,,,,2,met,В указанных репликах есть требуемое действие.,"[""CALL-006-u01""]","[""Нам потрібен облік угод для двох відділів.""]",False
v1,CALL-006,demo,demo-fixture,341e56f9a08f1ac72d001ea979a7b1b1249905f7a2f4a2542b99a52e5de82521,e3a2ac825ac94996d537c074fb099e4a080d97dbe349c46c0131b1069301beb1,0,,,,3,met,В указанных репликах есть требуемое действие.,"[""CALL-006-u02"", ""CALL-006-u03""]","[""Скільки людей працюють в обох відділах?"", ""Загалом вісім.""]",False
v1,CALL-006,demo,demo-fixture,341e56f9a08f1ac72d001ea979a7b1b1249905f7a2f4a2542b99a52e5de82521,e3a2ac825ac94996d537c074fb099e4a080d97dbe349c46c0131b1069301beb1,0,,,,4,insufficient_data,Нужной части или основания для оценки нет в записи.,[],[],False
v1,CALL-006,demo,demo-fixture,341e56f9a08f1ac72d001ea979a7b1b1249905f7a2f4a2542b99a52e5de82521,e3a2ac825ac94996d537c074fb099e4a080d97dbe349c46c0131b1069301beb1,0,,,,5,insufficient_data,Нужной части или основания для оценки нет в записи.,[],[],False
v1,CALL-006,demo,demo-fixture,341e56f9a08f1ac72d001ea979a7b1b1249905f7a2f4a2542b99a52e5de82521,e3a2ac825ac94996d537c074fb099e4a080d97dbe349c46c0131b1069301beb1,0,,,,6,insufficient_data,Нужной части или основания для оценки нет в записи.,[],[],False
v1,CALL-006,demo,demo-fixture,341e56f9a08f1ac72d001ea979a7b1b1249905f7a2f4a2542b99a52e5de82521,e3a2ac825ac94996d537c074fb099e4a080d97dbe349c46c0131b1069301beb1,0,,,,7,insufficient_data,Нужной части или основания для оценки нет в записи.,[],[],False
v1,CALL-007,demo,demo-fixture,341e56f9a08f1ac72d001ea979a7b1b1249905f7a2f4a2542b99a52e5de82521,551e19bba571518453116eedc7fdb40c90905bfc627deb053ffa213a80d96727,0,,,,1,met,В указанных репликах есть требуемое действие.,"[""CALL-007-u01""]","[""Здравствуйте, я менеджер учебной команды. Обсудим срок запуска.""]",False
v1,CALL-007,demo,demo-fixture,341e56f9a08f1ac72d001ea979a7b1b1249905f7a2f4a2542b99a52e5de82521,551e19bba571518453116eedc7fdb40c90905bfc627deb053ffa213a80d96727,0,,,,2,met,В указанных репликах есть требуемое действие.,"[""CALL-007-u02"", ""CALL-007-u03""]","[""Какая задача и ограничения?"", ""Нужна очередь заявок за неделю, бюджет до ста евро.""]",False
v1,CALL-007,demo,demo-fixture,341e56f9a08f1ac72d001ea979a7b1b1249905f7a2f4a2542b99a52e5de82521,551e19bba571518453116eedc7fdb40c90905bfc627deb053ffa213a80d96727,0,,,,3,met,В указанных репликах есть требуемое действие.,"[""CALL-007-u04"", ""CALL-007-u05""]","[""Неделя — жёсткий срок?"", ""Да, позже нельзя.""]",False
v1,CALL-007,demo,demo-fixture,341e56f9a08f1ac72d001ea979a7b1b1249905f7a2f4a2542b99a52e5de82521,551e19bba571518453116eedc7fdb40c90905bfc627deb053ffa213a80d96727,0,,,,4,not_met,"Полная запись содержит соответствующую возможность, но действие не выполнено или противоречит потребности.","[""CALL-007-u03"", ""CALL-007-u06""]","[""Нужна очередь заявок за неделю, бюджет до ста евро."", ""Предлагаю весь пакет за тысячу евро, внедрение за три месяца.""]",False
v1,CALL-007,demo,demo-fixture,341e56f9a08f1ac72d001ea979a7b1b1249905f7a2f4a2542b99a52e5de82521,551e19bba571518453116eedc7fdb40c90905bfc627deb053ffa213a80d96727,0,,,,5,not_met,"Полная запись содержит соответствующую возможность, но действие не выполнено или противоречит потребности.","[""CALL-007-u07"", ""CALL-007-u08""]","[""Это противоречит и сроку, и бюджету."", ""Всё равно берите полный пакет.""]",False
v1,CALL-007,demo,demo-fixture,341e56f9a08f1ac72d001ea979a7b1b1249905f7a2f4a2542b99a52e5de82521,551e19bba571518453116eedc7fdb40c90905bfc627deb053ffa213a80d96727,0,,,,6,not_met,"Полная запись содержит соответствующую возможность, но действие не выполнено или противоречит потребности.",[],[],False
v1,CALL-007,demo,demo-fixture,341e56f9a08f1ac72d001ea979a7b1b1249905f7a2f4a2542b99a52e5de82521,551e19bba571518453116eedc7fdb40c90905bfc627deb053ffa213a80d96727,0,,,,7,not_met,"Полная запись содержит соответствующую возможность, но действие не выполнено или противоречит потребности.",[],[],False
v1,CALL-008,demo,demo-fixture,341e56f9a08f1ac72d001ea979a7b1b1249905f7a2f4a2542b99a52e5de82521,389fe18bdc2a2b04d4a14231b4fb417b22e018434552dc6f172de79418c22cd8,0,,,,1,met,В указанных репликах есть требуемое действие.,"[""CALL-008-u01""]","[""Добрий день, я менеджер навчальної команди. Обговоримо заміну ручного звіту.""]",False
v1,CALL-008,demo,demo-fixture,341e56f9a08f1ac72d001ea979a7b1b1249905f7a2f4a2542b99a52e5de82521,389fe18bdc2a2b04d4a14231b4fb417b22e018434552dc6f172de79418c22cd8,0,,,,2,met,В указанных репликах есть требуемое действие.,"[""CALL-008-u02"", ""CALL-008-u03""]","[""Яка потреба?"", ""Треба автоматично рахувати заявки.""]",False
v1,CALL-008,demo,demo-fixture,341e56f9a08f1ac72d001ea979a7b1b1249905f7a2f4a2542b99a52e5de82521,389fe18bdc2a2b04d4a14231b4fb417b22e018434552dc6f172de79418c22cd8,0,,,,3,met,В указанных репликах есть требуемое действие.,"[""CALL-008-u04"", ""CALL-008-u05""]","[""Які дані вже є?"", ""Є таблиця заявок за тиждень.""]",False
v1,CALL-008,demo,demo-fixture,341e56f9a08f1ac72d001ea979a7b1b1249905f7a2f4a2542b99a52e5de82521,389fe18bdc2a2b04d4a14231b4fb417b22e018434552dc6f172de79418c22cd8,0,,,,4,met,В указанных репликах есть требуемое действие.,"[""CALL-008-u03"", ""CALL-008-u06""]","[""Треба автоматично рахувати заявки."", ""З цієї таблиці можна автоматично сформувати потрібний підрахунок.""]",False
v1,CALL-008,demo,demo-fixture,341e56f9a08f1ac72d001ea979a7b1b1249905f7a2f4a2542b99a52e5de82521,389fe18bdc2a2b04d4a14231b4fb417b22e018434552dc6f172de79418c22cd8,0,,,,5,not_applicable,В полной записи клиент не высказывал возражений.,[],[],False
v1,CALL-008,demo,demo-fixture,341e56f9a08f1ac72d001ea979a7b1b1249905f7a2f4a2542b99a52e5de82521,389fe18bdc2a2b04d4a14231b4fb417b22e018434552dc6f172de79418c22cd8,0,,,,6,met,В указанных репликах есть требуемое действие.,"[""CALL-008-u08"", ""CALL-008-u09""]","[""Надішлю приклад сьогодні. Ви зможете перевірити його до п’ятниці?"", ""Так.""]",False
v1,CALL-008,demo,demo-fixture,341e56f9a08f1ac72d001ea979a7b1b1249905f7a2f4a2542b99a52e5de82521,389fe18bdc2a2b04d4a14231b4fb417b22e018434552dc6f172de79418c22cd8,0,,,,7,met,В указанных репликах есть требуемое действие.,"[""CALL-008-u10"", ""CALL-008-u11""]","[""Підсумую: приклад сьогодні, перевірка до п’ятниці. Чи однаково розуміємо план?"", ""Так.""]",False
v1,CALL-009,demo,demo-fixture,341e56f9a08f1ac72d001ea979a7b1b1249905f7a2f4a2542b99a52e5de82521,3a3cc0772b0bcef21a420f6cd193cffdaae40efe681f9faa4d8a7bbad0af864a,0,,,,1,met,В указанных репликах есть требуемое действие.,"[""CALL-009-u01""]","[""Здравствуйте, я менеджер учебной команды. Цель — обсудить учёт заявок.""]",False
v1,CALL-009,demo,demo-fixture,341e56f9a08f1ac72d001ea979a7b1b1249905f7a2f4a2542b99a52e5de82521,3a3cc0772b0bcef21a420f6cd193cffdaae40efe681f9faa4d8a7bbad0af864a,0,,,,2,met,В указанных репликах есть требуемое действие.,"[""CALL-009-u02"", ""CALL-009-u03""]","[""Что сейчас мешает работе?"", ""Теряем заявки при передаче между сменами.""]",False
v1,CALL-009,demo,demo-fixture,341e56f9a08f1ac72d001ea979a7b1b1249905f7a2f4a2542b99a52e5de82521,3a3cc0772b0bcef21a420f6cd193cffdaae40efe681f9faa4d8a7bbad0af864a,0,,,,3,met,В указанных репликах есть требуемое действие.,"[""CALL-009-u04"", ""CALL-009-u05""]","[""Сколько человек передают заявки и когда нужна система?"", ""Пять человек, до конца месяца.""]",False
v1,CALL-009,demo,demo-fixture,341e56f9a08f1ac72d001ea979a7b1b1249905f7a2f4a2542b99a52e5de82521,3a3cc0772b0bcef21a420f6cd193cffdaae40efe681f9faa4d8a7bbad0af864a,0,,,,4,met,В указанных репликах есть требуемое действие.,"[""CALL-009-u03"", ""CALL-009-u06""]","[""Теряем заявки при передаче между сменами."", ""Для передачи между пятью сотрудниками предлагаю общую очередь с историей заявки.""]",False
v1,CALL-009,demo,demo-fixture,341e56f9a08f1ac72d001ea979a7b1b1249905f7a2f4a2542b99a52e5de82521,3a3cc0772b0bcef21a420f6cd193cffdaae40efe681f9faa4d8a7bbad0af864a,0,,,,5,not_met,В полной записи клиент не высказывал возражений.,[],[],False
v1,CALL-009,demo,demo-fixture,341e56f9a08f1ac72d001ea979a7b1b1249905f7a2f4a2542b99a52e5de82521,3a3cc0772b0bcef21a420f6cd193cffdaae40efe681f9faa4d8a7bbad0af864a,0,,,,6,met,В указанных репликах есть требуемое действие.,"[""CALL-009-u07"", ""CALL-009-u08""]","[""Пришлю план сегодня, а во вторник в 10:00 вместе посмотрим демо. Подходит?"", ""Да, подходит.""]",False
v1,CALL-009,demo,demo-fixture,341e56f9a08f1ac72d001ea979a7b1b1249905f7a2f4a2542b99a52e5de82521,3a3cc0772b0bcef21a420f6cd193cffdaae40efe681f9faa4d8a7bbad0af864a,0,,,,7,met,В указанных репликах есть требуемое действие.,"[""CALL-009-u09"", ""CALL-009-u10""]","[""Итак, общая очередь, план сегодня и демо во вторник в 10:00. Всё верно?"", ""Да.""]",False
v1,CALL-010,demo,demo-fixture,341e56f9a08f1ac72d001ea979a7b1b1249905f7a2f4a2542b99a52e5de82521,1c92d11194d2503fe24363852b6dfd9e6d6c42820149c6537874491eb63e022c,0,,,,1,met,В указанных репликах есть требуемое действие.,"[""CALL-010-u01""]","[""Выдуманная цитата для проверки механизма.""]",True
v1,CALL-010,demo,demo-fixture,341e56f9a08f1ac72d001ea979a7b1b1249905f7a2f4a2542b99a52e5de82521,1c92d11194d2503fe24363852b6dfd9e6d6c42820149c6537874491eb63e022c,0,,,,2,met,В указанных репликах есть требуемое действие.,"[""CALL-010-u02"", ""CALL-010-u03""]","[""Яка головна проблема?"", ""Не бачимо, які заявки ще без відповіді.""]",True
v1,CALL-010,demo,demo-fixture,341e56f9a08f1ac72d001ea979a7b1b1249905f7a2f4a2542b99a52e5de82521,1c92d11194d2503fe24363852b6dfd9e6d6c42820149c6537874491eb63e022c,0,,,,3,met,В указанных репликах есть требуемое действие.,"[""CALL-010-u04"", ""CALL-010-u05""]","[""Скільки заявок щодня і хто перевіряє чергу?"", ""Двадцять, перевіряє керівник.""]",True
v1,CALL-010,demo,demo-fixture,341e56f9a08f1ac72d001ea979a7b1b1249905f7a2f4a2542b99a52e5de82521,1c92d11194d2503fe24363852b6dfd9e6d6c42820149c6537874491eb63e022c,0,,,,4,met,В указанных репликах есть требуемое действие.,"[""CALL-010-u03"", ""CALL-010-u06""]","[""Не бачимо, які заявки ще без відповіді."", ""Для цих двадцяти заявок пропоную звіт про час без відповіді.""]",True
v1,CALL-010,demo,demo-fixture,341e56f9a08f1ac72d001ea979a7b1b1249905f7a2f4a2542b99a52e5de82521,1c92d11194d2503fe24363852b6dfd9e6d6c42820149c6537874491eb63e022c,0,,,,5,met,В указанных репликах есть требуемое действие.,"[""CALL-010-u07"", ""CALL-010-u08""]","[""Команді буде складно навчитися."", ""Почнемо з одного звіту та проведемо навчання, щоб зменшити навантаження.""]",True
v1,CALL-010,demo,demo-fixture,341e56f9a08f1ac72d001ea979a7b1b1249905f7a2f4a2542b99a52e5de82521,1c92d11194d2503fe24363852b6dfd9e6d6c42820149c6537874491eb63e022c,0,,,,6,met,В указанных репликах есть требуемое действие.,"[""CALL-010-u09"", ""CALL-010-u10""]","[""Надішлю приклад сьогодні, навчання у вівторок о 14:00?"", ""Так.""]",True
v1,CALL-010,demo,demo-fixture,341e56f9a08f1ac72d001ea979a7b1b1249905f7a2f4a2542b99a52e5de82521,1c92d11194d2503fe24363852b6dfd9e6d6c42820149c6537874491eb63e022c,0,,,,7,met,В указанных репликах есть требуемое действие.,"[""CALL-010-u11"", ""CALL-010-u12""]","[""Отже, приклад сьогодні та навчання у вівторок о 14:00. Правильно?"", ""Саме так.""]",True
v1,CALL-011,demo,demo-fixture,341e56f9a08f1ac72d001ea979a7b1b1249905f7a2f4a2542b99a52e5de82521,706ee64925c2bd6eb7be371b7dadcb46afdac575bc525a1280ae2bff7587e66b,0,,,,1,met,В указанных репликах есть требуемое действие.,"[""CALL-011-u01""]","[""Здравствуйте, я менеджер учебной команды. Расскажу о нашем сервисе.""]",False
v1,CALL-011,demo,demo-fixture,341e56f9a08f1ac72d001ea979a7b1b1249905f7a2f4a2542b99a52e5de82521,706ee64925c2bd6eb7be371b7dadcb46afdac575bc525a1280ae2bff7587e66b,0,,,,2,not_met,"Полная запись содержит соответствующую возможность, но действие не выполнено или противоречит потребности.",[],[],False
v1,CALL-011,demo,demo-fixture,341e56f9a08f1ac72d001ea979a7b1b1249905f7a2f4a2542b99a52e5de82521,706ee64925c2bd6eb7be371b7dadcb46afdac575bc525a1280ae2bff7587e66b,0,,,,3,not_met,"Полная запись содержит соответствующую возможность, но действие не выполнено или противоречит потребности.",[],[],False
v1,CALL-011,demo,demo-fixture,341e56f9a08f1ac72d001ea979a7b1b1249905f7a2f4a2542b99a52e5de82521,706ee64925c2bd6eb7be371b7dadcb46afdac575bc525a1280ae2bff7587e66b,0,,,,4,insufficient_data,Нужной части или основания для оценки нет в записи.,[],[],False
